iteration,time_seconds,compliance,volume_fraction,change,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
178,111.590346,234.968904477639,0.499998044546882,0.0804044813395606,0.0450239,0.0597165,0.0327347,0.4600201
179,112.1928784,234.964453677923,0.499998075622568,0.0795573436033664,0.0437109,0.0560498,0.0315784,0.4638421
180,112.8074432,234.959969854513,0.499998106629875,0.0782198734217366,0.0497062,0.0557352,0.0356488,0.4643811
181,113.3680054,234.955572068955,0.499998137218323,0.078991051524552,0.0391694,0.0537752,0.0306542,0.4285735
182,113.9166864,234.951336245888,0.499998169131009,0.0802038609010696,0.0391762,0.049925,0.0296327,0.4222744
183,114.4486868,234.947078164826,0.499998190977831,0.0779234742606943,0.0377623,0.0492931,0.0283734,0.409973
184,114.9920507,234.942891948378,0.499998215969326,0.0740221708765244,0.0438691,0.0516103,0.0306531,0.4095203
185,115.5835923,234.93885274381,0.499998237778938,0.0779455571433114,0.0411744,0.0516905,0.0294884,0.4621712
186,116.1109005,234.934756452474,0.499998237115913,0.0752376827270897,0.0442027,0.0496004,0.0282856,0.3989074
187,116.6597765,234.930672539048,0.499998236246228,0.0773216165022252,0.0462447,0.0516097,0.0367795,0.4049057
188,117.2290781,234.926680790046,0.499998250236043,0.0766815930291365,0.0400963,0.051689,0.0310036,0.4388944
189,117.7917174,234.922619606582,0.499998264768491,0.0762093511943585,0.0452827,0.0534976,0.0315307,0.4247792
190,118.3310894,234.918596674478,0.499998269074159,0.0752535484364391,0.04165,0.0512529,0.0301717,0.4095275
191,118.8724559,234.914670773295,0.499998276373507,0.0744914632729927,0.0419312,0.0538147,0.0296793,0.4089775
192,119.4112056,234.910673366962,0.499998299209264,0.0766113820173479,0.041406,0.0518068,0.0295037,0.4097675
193,119.9393392,234.906740741236,0.499998328231936,0.075804428122115,0.0440255,0.051217,0.0281464,0.3985072
194,120.4619335,234.902957794119,0.499998353436153,0.073495603843493,0.0436635,0.0491782,0.0318512,0.3883678
195,121.0333514,234.899135782926,0.499998367813503,0.0746247754214514,0.0451078,0.0532707,0.0309786,0.4353463
196,121.57987,234.89537230984,0.499998385491214,0.0742113493717623,0.0407192,0.0521989,0.0295478,0.416599
197,122.0737313,234.891736934998,0.499998402274354,0.0709650766434953,0.0397726,0.051606,0.0331495,0.3620217
